song,album,prev,lyric,next,artist,
Truck Love,Burning the Ice,,Truck love! Truck love!,Pit-stop lovers!,Die Haut,
Truck Love,Burning the Ice,Truck love! Truck love!,Pit-stop lovers!,Right now and the now is right!,Die Haut,
Truck Love,Burning the Ice,Pit-stop lovers!,Right now and the now is right!,This highway is done bent on killing us,Die Haut,
Truck Love,Burning the Ice,Right now and the now is right!,This highway is done bent on killing us,Testing every nerve that we possess between us,Die Haut,
Truck Love,Burning the Ice,This highway is done bent on killing us,Testing every nerve that we possess between us,The face of Christ is leaping from the storm,Die Haut,
Truck Love,Burning the Ice,Testing every nerve that we possess between us,The face of Christ is leaping from the storm,The face of Christ is leaping from the storm,Die Haut,
Truck Love,Burning the Ice,The face of Christ is leaping from the storm,The face of Christ is leaping from the storm,You tend to get religious on these runs,Die Haut,
Truck Love,Burning the Ice,The face of Christ is leaping from the storm,You tend to get religious on these runs,Rise to power! Rise to power!,Die Haut,
Truck Love,Burning the Ice,You tend to get religious on these runs,Rise to power! Rise to power!,Rise to power! Rise to power!,Die Haut,
Truck Love,Burning the Ice,Rise to power! Rise to power!,Rise to power! Rise to power!,Divine power has gone crawled into this tank,Die Haut,
Truck Love,Burning the Ice,Rise to power! Rise to power!,Divine power has gone crawled into this tank,Every metal muscle flexed and pumping at the crank,Die Haut,
Truck Love,Burning the Ice,Divine power has gone crawled into this tank,Every metal muscle flexed and pumping at the crank,Pumping at my axis. Rendering me sexless,Die Haut,
Truck Love,Burning the Ice,Every metal muscle flexed and pumping at the crank,Pumping at my axis. Rendering me sexless,Mega-tons of muscle kicking dust across Texas,Die Haut,
Truck Love,Burning the Ice,Pumping at my axis. Rendering me sexless,Mega-tons of muscle kicking dust across Texas,Truck love! Out on the city limits,Die Haut,
Truck Love,Burning the Ice,Mega-tons of muscle kicking dust across Texas,Truck love! Out on the city limits,Drive straight into the eye of the next town that we hit,Die Haut,
Truck Love,Burning the Ice,Truck love! Out on the city limits,Drive straight into the eye of the next town that we hit,Gun it once for the hillbillies,Die Haut,
Truck Love,Burning the Ice,Drive straight into the eye of the next town that we hit,Gun it once for the hillbillies,Just to make them shit,Die Haut,
Truck Love,Burning the Ice,Gun it once for the hillbillies,Just to make them shit,,Die Haut,
Truck Love,Burning the Ice,Just to make them shit,,Fuck love! This truck love!,Die Haut,
Truck Love,Burning the Ice,,Fuck love! This truck love!,Fuck love! This truck love!,Die Haut,
Truck Love,Burning the Ice,Fuck love! This truck love!,Fuck love! This truck love!,The dolls on the grille are caked in bloody bug guts,Die Haut,
Truck Love,Burning the Ice,Fuck love! This truck love!,The dolls on the grille are caked in bloody bug guts,The dolls on the grille are caked in bloody bug guts,Die Haut,
Truck Love,Burning the Ice,The dolls on the grille are caked in bloody bug guts,The dolls on the grille are caked in bloody bug guts,Truck love! Truck love!,Die Haut,
Truck Love,Burning the Ice,The dolls on the grille are caked in bloody bug guts,Truck love! Truck love!,Rise to power! Rise to power!,Die Haut,
Truck Love,Burning the Ice,Truck love! Truck love!,Rise to power! Rise to power!,The dolls on the grille are caked in bloody bug guts,Die Haut,
Truck Love,Burning the Ice,Rise to power! Rise to power!,The dolls on the grille are caked in bloody bug guts,The dolls on the grille are caked in bloody bug guts,Die Haut,
Truck Love,Burning the Ice,The dolls on the grille are caked in bloody bug guts,The dolls on the grille are caked in bloody bug guts,Truck love! Truck love!,Die Haut,
Truck Love,Burning the Ice,The dolls on the grille are caked in bloody bug guts,Truck love! Truck love!,There are things burning in the desert,Die Haut,
Truck Love,Burning the Ice,Truck love! Truck love!,There are things burning in the desert,Rise to power! Rise to power!,Die Haut,
Truck Love,Burning the Ice,There are things burning in the desert,Rise to power! Rise to power!,There are things burning in the desert,Die Haut,
Truck Love,Burning the Ice,Rise to power! Rise to power!,There are things burning in the desert,Rise to power! Rise to power!,Die Haut,
Truck Love,Burning the Ice,There are things burning in the desert,Rise to power! Rise to power!,There are things burning in the desert,Die Haut,
Truck Love,Burning the Ice,Rise to power! Rise to power!,There are things burning in the desert,,Die Haut,
Stow-A-Way,Burning the Ice,,Hey hey I am the stow-a-way,Hey hey I am the stow-a-way,Die Haut,
Stow-A-Way,Burning the Ice,Hey hey I am the stow-a-way,Hey hey I am the stow-a-way,,Die Haut,
Stow-A-Way,Burning the Ice,Hey hey I am the stow-a-way,,My girl turned as blue as an iceberg do,Die Haut,
Stow-A-Way,Burning the Ice,,My girl turned as blue as an iceberg do,And me I’m totally shipwrecked over her,Die Haut,
Stow-A-Way,Burning the Ice,My girl turned as blue as an iceberg do,And me I’m totally shipwrecked over her,Baby baby don’t blow away,Die Haut,
Stow-A-Way,Burning the Ice,And me I’m totally shipwrecked over her,Baby baby don’t blow away,Hey hey I am the stow-a-way,Die Haut,
Stow-A-Way,Burning the Ice,Baby baby don’t blow away,Hey hey I am the stow-a-way,I am the stow-a-way,Die Haut,
Stow-A-Way,Burning the Ice,Hey hey I am the stow-a-way,I am the stow-a-way,,Die Haut,
Stow-A-Way,Burning the Ice,I am the stow-a-way,,This is your captain talking to ya,Die Haut,
Stow-A-Way,Burning the Ice,,This is your captain talking to ya,This is your captain talking to ya,Die Haut,
Stow-A-Way,Burning the Ice,This is your captain talking to ya,This is your captain talking to ya,This is your captain talking to ya,Die Haut,
Stow-A-Way,Burning the Ice,This is your captain talking to ya,This is your captain talking to ya,This is your captain talking to ya,Die Haut,
Stow-A-Way,Burning the Ice,This is your captain talking to ya,This is your captain talking to ya,,Die Haut,
Stow-A-Way,Burning the Ice,This is your captain talking to ya,,Heartache,Die Haut,
Stow-A-Way,Burning the Ice,,Heartache,,Die Haut,
Stow-A-Way,Burning the Ice,Heartache,,Hey hey I am the stow-a-way,Die Haut,
Stow-A-Way,Burning the Ice,,Hey hey I am the stow-a-way,I am the stow-a-way,Die Haut,
Stow-A-Way,Burning the Ice,Hey hey I am the stow-a-way,I am the stow-a-way,,Die Haut,
Stow-A-Way,Burning the Ice,I am the stow-a-way,,My baby turned as blue as an iceberg do,Die Haut,
Stow-A-Way,Burning the Ice,,My baby turned as blue as an iceberg do,And I sank to the bottom of the sea,Die Haut,
Stow-A-Way,Burning the Ice,My baby turned as blue as an iceberg do,And I sank to the bottom of the sea,Hey baby don’t blow away,Die Haut,
Stow-A-Way,Burning the Ice,And I sank to the bottom of the sea,Hey baby don’t blow away,Hey hey I am the stow-a-way,Die Haut,
Stow-A-Way,Burning the Ice,Hey baby don’t blow away,Hey hey I am the stow-a-way,I am the stow-a-way,Die Haut,
Stow-A-Way,Burning the Ice,Hey hey I am the stow-a-way,I am the stow-a-way,,Die Haut,
Stow-A-Way,Burning the Ice,I am the stow-a-way,,This is your doctor talking to ya,Die Haut,
Stow-A-Way,Burning the Ice,,This is your doctor talking to ya,This is your doctor talking to ya,Die Haut,
Stow-A-Way,Burning the Ice,This is your doctor talking to ya,This is your doctor talking to ya,This is your doctor talking to ya,Die Haut,
Stow-A-Way,Burning the Ice,This is your doctor talking to ya,This is your doctor talking to ya,This is your doctor talking to ya,Die Haut,
Stow-A-Way,Burning the Ice,This is your doctor talking to ya,This is your doctor talking to ya,,Die Haut,
Stow-A-Way,Burning the Ice,This is your doctor talking to ya,,Heartache,Die Haut,
Stow-A-Way,Burning the Ice,,Heartache,,Die Haut,
Dumb Europe,Burning the Ice,,On this European night out on the brink,The cafés and the bars still stink,Die Haut,
Dumb Europe,Burning the Ice,On this European night out on the brink,The cafés and the bars still stink,The air is much too thick for seeing,Die Haut,
Dumb Europe,Burning the Ice,The cafés and the bars still stink,The air is much too thick for seeing,But not thick enough for leaning,Die Haut,
Dumb Europe,Burning the Ice,The air is much too thick for seeing,But not thick enough for leaning,I leave in a catatonic crawl,Die Haut,
Dumb Europe,Burning the Ice,But not thick enough for leaning,I leave in a catatonic crawl,And if I die tonight then throw me in,Die Haut,
Dumb Europe,Burning the Ice,I leave in a catatonic crawl,And if I die tonight then throw me in,Some bleak teutonic hole,Die Haut,
Dumb Europe,Burning the Ice,And if I die tonight then throw me in,Some bleak teutonic hole,Six feet under with a snap-frozen soul,Die Haut,
Dumb Europe,Burning the Ice,Some bleak teutonic hole,Six feet under with a snap-frozen soul,And really we could all just die of shame,Die Haut,
Dumb Europe,Burning the Ice,Six feet under with a snap-frozen soul,And really we could all just die of shame,And really we could all just die of shame,Die Haut,
Dumb Europe,Burning the Ice,And really we could all just die of shame,And really we could all just die of shame,"Dumb Europe, Dumb Europe, Dumb Europe",Die Haut,
Dumb Europe,Burning the Ice,And really we could all just die of shame,"Dumb Europe, Dumb Europe, Dumb Europe",,Die Haut,
Dumb Europe,Burning the Ice,"Dumb Europe, Dumb Europe, Dumb Europe",,Oh the Utopian night on the brink,Die Haut,
Dumb Europe,Burning the Ice,,Oh the Utopian night on the brink,Mama’s face staring up at me from the bottom of the sink,Die Haut,
Dumb Europe,Burning the Ice,Oh the Utopian night on the brink,Mama’s face staring up at me from the bottom of the sink,Witness my trail of destruction,Die Haut,
Dumb Europe,Burning the Ice,Mama’s face staring up at me from the bottom of the sink,Witness my trail of destruction,Trying to leave this drinking place,Die Haut,
Dumb Europe,Burning the Ice,Witness my trail of destruction,Trying to leave this drinking place,My feet are magnetized for furniture,Die Haut,
Dumb Europe,Burning the Ice,Trying to leave this drinking place,My feet are magnetized for furniture,The floor’s attracted to my face,Die Haut,
Dumb Europe,Burning the Ice,My feet are magnetized for furniture,The floor’s attracted to my face,And if I die tonight,Die Haut,
Dumb Europe,Burning the Ice,The floor’s attracted to my face,And if I die tonight,Sell me as some prehistoric bone,Die Haut,
Dumb Europe,Burning the Ice,And if I die tonight,Sell me as some prehistoric bone,A lump of junk-souvenir for Jap,Die Haut,
Dumb Europe,Burning the Ice,Sell me as some prehistoric bone,A lump of junk-souvenir for Jap,To fob off on his friends back home,Die Haut,
Dumb Europe,Burning the Ice,A lump of junk-souvenir for Jap,To fob off on his friends back home,The money-dance …,Die Haut,
Dumb Europe,Burning the Ice,To fob off on his friends back home,The money-dance …,I find it hard to cope with days like this. Pass the bottle,Die Haut,
Dumb Europe,Burning the Ice,The money-dance …,I find it hard to cope with days like this. Pass the bottle,"Dumb Europe, Dumb Europe, Dumb Europe",Die Haut,
Dumb Europe,Burning the Ice,I find it hard to cope with days like this. Pass the bottle,"Dumb Europe, Dumb Europe, Dumb Europe",,Die Haut,
Dumb Europe,Burning the Ice,"Dumb Europe, Dumb Europe, Dumb Europe",,On this European night out on the brink,Die Haut,
Dumb Europe,Burning the Ice,,On this European night out on the brink,The cafés and the bars still stink,Die Haut,
Dumb Europe,Burning the Ice,On this European night out on the brink,The cafés and the bars still stink,The air is much too thick for seeing,Die Haut,
Dumb Europe,Burning the Ice,The cafés and the bars still stink,The air is much too thick for seeing,But not thick enough for leaning,Die Haut,
Dumb Europe,Burning the Ice,The air is much too thick for seeing,But not thick enough for leaning,I leave in a catatonic crawl,Die Haut,
Dumb Europe,Burning the Ice,But not thick enough for leaning,I leave in a catatonic crawl,And if I die tonight then throw me in,Die Haut,
Dumb Europe,Burning the Ice,I leave in a catatonic crawl,And if I die tonight then throw me in,Some bleak teutonic hole,Die Haut,
Dumb Europe,Burning the Ice,And if I die tonight then throw me in,Some bleak teutonic hole,Six feet under with a snap-frozen soul,Die Haut,
Dumb Europe,Burning the Ice,Some bleak teutonic hole,Six feet under with a snap-frozen soul,And really we could all just die of shame,Die Haut,
Dumb Europe,Burning the Ice,Six feet under with a snap-frozen soul,And really we could all just die of shame,And really we could all just die of shame,Die Haut,
Dumb Europe,Burning the Ice,And really we could all just die of shame,And really we could all just die of shame,"Dumb Europe, Dumb Europe, Dumb Europe",Die Haut,
Dumb Europe,Burning the Ice,And really we could all just die of shame,"Dumb Europe, Dumb Europe, Dumb Europe",,Die Haut,
Pleasure is the Boss,Burning the Ice,,They’re working us like dogs around here,’Cause pleasure is the boss,Die Haut,
Pleasure is the Boss,Burning the Ice,They’re working us like dogs around here,’Cause pleasure is the boss,And I’m the happiest slave alive around here,Die Haut,
Pleasure is the Boss,Burning the Ice,’Cause pleasure is the boss,And I’m the happiest slave alive around here,’Cause pleasure is the boss,Die Haut,
Pleasure is the Boss,Burning the Ice,And I’m the happiest slave alive around here,’Cause pleasure is the boss,And nothing is safe that don’t stand still,Die Haut,
Pleasure is the Boss,Burning the Ice,’Cause pleasure is the boss,And nothing is safe that don’t stand still,If it’s OK with the boss,Die Haut,
Pleasure is the Boss,Burning the Ice,And nothing is safe that don’t stand still,If it’s OK with the boss,I’m gunna walk right up and take it yeah,Die Haut,
Pleasure is the Boss,Burning the Ice,If it’s OK with the boss,I’m gunna walk right up and take it yeah,If it’s OK with the boss,Die Haut,
Pleasure is the Boss,Burning the Ice,I’m gunna walk right up and take it yeah,If it’s OK with the boss,,Die Haut,
Pleasure is the Boss,Burning the Ice,If it’s OK with the boss,,Walk!,Die Haut,
Pleasure is the Boss,Burning the Ice,,Walk!,,Die Haut,
Pleasure is the Boss,Burning the Ice,Walk!,,What’s OK with the boss is OK with me,Die Haut,
Pleasure is the Boss,Burning the Ice,,What’s OK with the boss is OK with me,What’s OK with the boss is OK with me,Die Haut,
Pleasure is the Boss,Burning the Ice,What’s OK with the boss is OK with me,What’s OK with the boss is OK with me,,Die Haut,
Pleasure is the Boss,Burning the Ice,What’s OK with the boss is OK with me,,What’s OK with the boss is OK with me,Die Haut,
Pleasure is the Boss,Burning the Ice,,What’s OK with the boss is OK with me,What’s OK with the boss is OK with me,Die Haut,
Pleasure is the Boss,Burning the Ice,What’s OK with the boss is OK with me,What’s OK with the boss is OK with me,,Die Haut,
Pleasure is the Boss,Burning the Ice,What’s OK with the boss is OK with me,,What’s OK with the boss is OK with me,Die Haut,
Pleasure is the Boss,Burning the Ice,,What’s OK with the boss is OK with me,What’s OK with the boss is OK with me,Die Haut,
Pleasure is the Boss,Burning the Ice,What’s OK with the boss is OK with me,What’s OK with the boss is OK with me,,Die Haut,
Jennifer’s Veil,Mutiny!,,So you’ve come back for Jennifer,"You know, she hides her face behind a veil",Die Haut,
Jennifer’s Veil,Mutiny!,So you’ve come back for Jennifer,"You know, she hides her face behind a veil","I’m warning you Frankie, leave on the next train",Die Haut,
Jennifer’s Veil,Mutiny!,"You know, she hides her face behind a veil","I’m warning you Frankie, leave on the next train",Your Jennifer she just ain’t the same,Die Haut,
Jennifer’s Veil,Mutiny!,"I’m warning you Frankie, leave on the next train",Your Jennifer she just ain’t the same,Quit waving that thing about! Come back!,Die Haut,
Jennifer’s Veil,Mutiny!,Your Jennifer she just ain’t the same,Quit waving that thing about! Come back!,Come back and give me a chance to explain,Die Haut,
Jennifer’s Veil,Mutiny!,Quit waving that thing about! Come back!,Come back and give me a chance to explain,Your baby will never cry again,Die Haut,
Jennifer’s Veil,Mutiny!,Come back and give me a chance to explain,Your baby will never cry again,,Die Haut,
Jennifer’s Veil,Mutiny!,Your baby will never cry again,,So don’t try to reach out,Die Haut,
Jennifer’s Veil,Mutiny!,,So don’t try to reach out,And don’t let the ship’s flag down,Die Haut,
Jennifer’s Veil,Mutiny!,So don’t try to reach out,And don’t let the ship’s flag down,Point the figure-head at the storm,Die Haut,
Jennifer’s Veil,Mutiny!,And don’t let the ship’s flag down,Point the figure-head at the storm,And drive her hard upon,Die Haut,
Jennifer’s Veil,Mutiny!,Point the figure-head at the storm,And drive her hard upon,Don’t stop and don’t stop,Die Haut,
Jennifer’s Veil,Mutiny!,And drive her hard upon,Don’t stop and don’t stop,And don’t let the veil drop,Die Haut,
Jennifer’s Veil,Mutiny!,Don’t stop and don’t stop,And don’t let the veil drop,(Another ship ready to sail – the rigging is tight,Die Haut,
Jennifer’s Veil,Mutiny!,And don’t let the veil drop,(Another ship ready to sail – the rigging is tight,Tight like Jennifer’s veil),Die Haut,
Jennifer’s Veil,Mutiny!,(Another ship ready to sail – the rigging is tight,Tight like Jennifer’s veil),,Die Haut,
Jennifer’s Veil,Mutiny!,Tight like Jennifer’s veil),,She drew the curtain on her face,Die Haut,
Jennifer’s Veil,Mutiny!,,She drew the curtain on her face,Ever since they came and burnt the old place down,Die Haut,
Jennifer’s Veil,Mutiny!,She drew the curtain on her face,Ever since they came and burnt the old place down,Why is she searching through the ashes?,Die Haut,
Jennifer’s Veil,Mutiny!,Ever since they came and burnt the old place down,Why is she searching through the ashes?,"Why, only Jennifer knows that now",Die Haut,
Jennifer’s Veil,Mutiny!,Why is she searching through the ashes?,"Why, only Jennifer knows that now","And the officer, without a word",Die Haut,
Jennifer’s Veil,Mutiny!,"Why, only Jennifer knows that now","And the officer, without a word",Left all his junk and just moved out,Die Haut,
Jennifer’s Veil,Mutiny!,"And the officer, without a word",Left all his junk and just moved out,,Die Haut,
Jennifer’s Veil,Mutiny!,Left all his junk and just moved out,,So don’t try to reach out,Die Haut,
Jennifer’s Veil,Mutiny!,,So don’t try to reach out,And don’t let the ship’s flag down,Die Haut,
Jennifer’s Veil,Mutiny!,So don’t try to reach out,And don’t let the ship’s flag down,Point the figure-head at the glass,Die Haut,
Jennifer’s Veil,Mutiny!,And don’t let the ship’s flag down,Point the figure-head at the glass,Smash! Smash! Into shards,Die Haut,
Jennifer’s Veil,Mutiny!,Point the figure-head at the glass,Smash! Smash! Into shards,Don’t stop and don’t touch!,Die Haut,
Jennifer’s Veil,Mutiny!,Smash! Smash! Into shards,Don’t stop and don’t touch!,And don’t let the veil drop … behind Jennifer’s veil,Die Haut,
Jennifer’s Veil,Mutiny!,Don’t stop and don’t touch!,And don’t let the veil drop … behind Jennifer’s veil,Oh God! Frankie! Is that really you!,Die Haut,
Jennifer’s Veil,Mutiny!,And don’t let the veil drop … behind Jennifer’s veil,Oh God! Frankie! Is that really you!,Get back! Don’t reach out!,Die Haut,
Jennifer’s Veil,Mutiny!,Oh God! Frankie! Is that really you!,Get back! Don’t reach out!,"Get back, and get that lantern out of my room!",Die Haut,
Jennifer’s Veil,Mutiny!,Get back! Don’t reach out!,"Get back, and get that lantern out of my room!",,Die Haut,
Jennifer’s Veil,Mutiny!,"Get back, and get that lantern out of my room!",,Don’t try to reach out,Die Haut,
Jennifer’s Veil,Mutiny!,,Don’t try to reach out,And don’t let the ship’s flag down,Die Haut,
Jennifer’s Veil,Mutiny!,Don’t try to reach out,And don’t let the ship’s flag down,"Down, down over her, like a shroud",Die Haut,
Jennifer’s Veil,Mutiny!,And don’t let the ship’s flag down,"Down, down over her, like a shroud",And let her sail on the sea like a stone,Die Haut,
Jennifer’s Veil,Mutiny!,"Down, down over her, like a shroud",And let her sail on the sea like a stone,Don’t touch and don’t touch,Die Haut,
Jennifer’s Veil,Mutiny!,And let her sail on the sea like a stone,Don’t touch and don’t touch,And don’t let the veil drop,Die Haut,
Jennifer’s Veil,Mutiny!,Don’t touch and don’t touch,And don’t let the veil drop,Another ship ready to dock … the rigging comes loose …,Die Haut,
Jennifer’s Veil,Mutiny!,And don’t let the veil drop,Another ship ready to dock … the rigging comes loose …,Loose like Jennifer’s veil,Die Haut,
Jennifer’s Veil,Mutiny!,Another ship ready to dock … the rigging comes loose …,Loose like Jennifer’s veil,,Die Haut,
Jennifer’s Veil,Mutiny!,Loose like Jennifer’s veil,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,Well ah jumpt! and fled this fucken heap on doctored wings,"Mah flailin pinions, with splints and rags and crutches!",The Birthday Party,
Mutiny in Heaven,Mutiny!,Well ah jumpt! and fled this fucken heap on doctored wings,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,"Mah flailin pinions, with splints and rags and crutches!",,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,(Damn things nearly hardly flap),,The Birthday Party,That look like …
Mutiny in Heaven,Mutiny!,Canker upon canker upon one million tiny punctures,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,Long thin red ribbons draped across the arms of a lil mortal girl,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,(Like a ground-plan of Hell),,The Birthday Party,
Mutiny in Heaven,Mutiny!,Curse these smartin strings! These fucken ruptures!,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,Enough! Enough is enough!,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,(If this is Heaven ah’m bailin out),,The Birthday Party,
Mutiny in Heaven,Mutiny!,"If this is Heaven, ah’m bailin out!",,,The Birthday Party,
Mutiny in Heaven,Mutiny!,Ah caint tolerate this ol tin-tub,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,So fulla trash and rats! Felt one crawl across mah soul,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,"For a seckon there, ah thought ah wassa back down in the ghetto!",,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,(Rats in Paradise! Rats in Paradise!),,The Birthday Party,
Mutiny in Heaven,Mutiny!,Ah’m bailin out! There’s a mutiny in Heaven!,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,Ah wassa born …,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,"And Lord shakin, even then was dumpt into some icy font",,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,"From slum-church to slum-church, ah spilt mah heart",,,The Birthday Party,
Mutiny in Heaven,Mutiny!,To some fat cunt behind a screen …,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,Evil poppin eye presst up to the opening,,,The Birthday Party,blusht
Mutiny in Heaven,Mutiny!,He’d slide shut the lil perforated hatch … at night mah body,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,To the whistle of the birch,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,With a lil practice ah soon learnt to use it on mahself,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,Punishment?! Reward!! Punishment?! Reward!!,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,"Well, ah tied on … percht on mah bed ah was …",,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,Ah tied off! Fucken wings burst out mah back,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,(Like ah was cuttin teeth!!),,The Birthday Party,
Mutiny in Heaven,Mutiny!,Ah took off!!!,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,(Rats in Paradise! Rats in Paradise!),,The Birthday Party,
Mutiny in Heaven,Mutiny!,There’s a mutiny in Heaven!,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,"Oh Lord, ah git down on mah knees",,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,(Ah git down on mah knees and start to pray),,The Birthday Party,
Mutiny in Heaven,Mutiny!,"Wrapt in mah mongrel wings, ah nearly freeze",,,The Birthday Party,
Mutiny in Heaven,Mutiny!,In the howlin wind and drivin rain,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,(All the trash blowin round ’n’ round),,The Birthday Party,
Mutiny in Heaven,Mutiny!,From slum-heaven into town,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,Ah take mah tiny pain and rollin back mah sleeve,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,(Roll anna roll anna roll anna roll),,,The Birthday Party,
Mutiny in Heaven,Mutiny!,Ah yank the drip outa mah vein! UTOPIATE! Ah’m bailin out!,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,If this is Heaven ah’m bailin out!,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,Mah threadbare soul teems with vermin and louse,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,Thought comes like a plague to the head … in God’s house!,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,Mutiny in Heaven!,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,(Ars infectio forco Dio),,The Birthday Party,
Mutiny in Heaven,Mutiny!,To the plank!,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,(Rats in Paradise! Rats in Paradise!),,The Birthday Party,
Mutiny in Heaven,Mutiny!,Ah’m bailin out!,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,(Hail Hypuss Dermio Vita Rex!),,The Birthday Party,
Mutiny in Heaven,Mutiny!,Hole inna ghetto! Hole inna ghetto!,,,The Birthday Party,
Mutiny in Heaven,Mutiny!,,"(Scabio Murem per Sanctum … Dio, Dio, Dio)",,The Birthday Party,
Swampland,Mutiny!,,"Quixanne, ah’m in its grip","Quixanne, ah’m in its grip",The Birthday Party,
Swampland,Mutiny!,"Quixanne, ah’m in its grip","Quixanne, ah’m in its grip",Sinken in the mud,The Birthday Party,
Swampland,Mutiny!,"Quixanne, ah’m in its grip",Sinken in the mud,Patron-saint of the Bog,The Birthday Party,
Swampland,Mutiny!,Sinken in the mud,Patron-saint of the Bog,They cum with boots of blud,The Birthday Party,
Swampland,Mutiny!,Patron-saint of the Bog,They cum with boots of blud,With pitchfawk and with club,The Birthday Party,
Swampland,Mutiny!,They cum with boots of blud,With pitchfawk and with club,Chantin out mah name,The Birthday Party,
Swampland,Mutiny!,With pitchfawk and with club,Chantin out mah name,Got doggies strainin onna chain,The Birthday Party,
Swampland,Mutiny!,Chantin out mah name,Got doggies strainin onna chain,"Lucy, ah’ll love ya till the end!",The Birthday Party,
Swampland,Mutiny!,Got doggies strainin onna chain,"Lucy, ah’ll love ya till the end!",They hunt me like a dog,The Birthday Party,
Swampland,Mutiny!,"Lucy, ah’ll love ya till the end!",They hunt me like a dog,Down in Sw-a-a-a-amp Land!,The Birthday Party,
Swampland,Mutiny!,They hunt me like a dog,Down in Sw-a-a-a-amp Land!,,The Birthday Party,
Swampland,Mutiny!,Down in Sw-a-a-a-amp Land!,,So cum mah executioners! Cum bounty hunters!,The Birthday Party,
Swampland,Mutiny!,,So cum mah executioners! Cum bounty hunters!,Cum mah county killers – for ah cannot run no more,The Birthday Party,
Swampland,Mutiny!,So cum mah executioners! Cum bounty hunters!,Cum mah county killers – for ah cannot run no more,Ah cannot run no more,The Birthday Party,
Swampland,Mutiny!,Cum mah county killers – for ah cannot run no more,Ah cannot run no more,Ah cannot run no more,The Birthday Party,
Swampland,Mutiny!,Ah cannot run no more,Ah cannot run no more,No I can’t!,The Birthday Party,
Swampland,Mutiny!,Ah cannot run no more,No I can’t!,"Lucy, ya won’t see this face agin",The Birthday Party,
Swampland,Mutiny!,No I can’t!,"Lucy, ya won’t see this face agin",When ya caught ya swing and burn …,The Birthday Party,
Swampland,Mutiny!,"Lucy, ya won’t see this face agin",When ya caught ya swing and burn …,Down in Sw-a-a-a-amp Land!,The Birthday Party,
Swampland,Mutiny!,When ya caught ya swing and burn …,Down in Sw-a-a-a-amp Land!,,The Birthday Party,
Swampland,Mutiny!,Down in Sw-a-a-a-amp Land!,,The trees are veiled in fog,The Birthday Party,
Swampland,Mutiny!,,The trees are veiled in fog,The trees are veiled in fog,The Birthday Party,
Swampland,Mutiny!,The trees are veiled in fog,The trees are veiled in fog,Like so many jilted brides,The Birthday Party,
Swampland,Mutiny!,The trees are veiled in fog,Like so many jilted brides,Now they’re all breakin down and cry,The Birthday Party,
Swampland,Mutiny!,Like so many jilted brides,Now they’re all breakin down and cry,Cryin tears upon mah face,The Birthday Party,
Swampland,Mutiny!,Now they’re all breakin down and cry,Cryin tears upon mah face,Cryin tears upon mah face,The Birthday Party,
Swampland,Mutiny!,Cryin tears upon mah face,Cryin tears upon mah face,And they smell of gasoline,The Birthday Party,
Swampland,Mutiny!,Cryin tears upon mah face,And they smell of gasoline,a-a-a-a-ah scr-e-e-e-a-am,The Birthday Party,
Swampland,Mutiny!,And they smell of gasoline,a-a-a-a-ah scr-e-e-e-a-am,"Lucy, ya made a sinner out of me",The Birthday Party,
